id,race_name,country,circuit,year,date,geo_id,inbound_route,outbound_route,outbound_year_emissions_t,outbound_effort_score,yearly_outbound_effort_score,leg_emissions,Gap_Next_Days,Season_Phase,outbound_same_continent,consecutive_races_in_region,stint_position,involved_in_back_to_back,involved_in_triple_header,time_to_arrive_here
297,European Grand Prix,Azerbaijan,Baku,2016,2016-06-19,18,534,810,117500,2890.5259924221705,93671.49205498135,3625.828911855616,14,Mid_Season,0,0,Single,1,0,1W
298,Austrian Grand Prix,Austria,Spielberg,2016,2016-07-03,11,810,471,117500,142.82999999999998,93671.49205498135,179.16363486715187,7,Mid_Season,1,5,Start,1,0,2W
299,British Grand Prix,UK,Silverstone,2016,2016-07-10,1,471,1,117500,169.56,93671.49205498135,212.6933132260329,14,Mid_Season,1,5,Middle,1,0,1W
300,Hungarian Grand Prix,Hungary,Budapest,2016,2016-07-24,2,1,59,117500,91.63529999999999,93671.49205498135,114.94583371940014,7,Mid_Season,1,5,Middle,1,0,2W
301,German Grand Prix,Germany,Hockenheim,2016,2016-07-31,13,59,584,117500,28.302300000000002,93671.49205498135,35.50194597143873,28,Mid_Season,1,5,Middle,1,0,1W
302,Belgian Grand Prix,Belgium,Spa,2016,2016-08-28,21,584,943,117500,71.4042,93671.49205498135,89.56827008878449,7,Mid_Season,1,5,End,1,0,3W+
303,Italian Grand Prix,Italy,Monza,2016,2016-09-04,3,943,107,117500,10261.009678993587,93671.49205498135,12871.24407684323,14,Late_Season,0,0,Single,1,0,1W
304,Singapore Grand Prix,Singapore,Marina Bay,2016,2016-09-18,14,107,620,117500,287.23371586751284,93671.49205498135,360.3013133881,14,Late_Season,1,2,Start,0,0,2W
305,Malaysian Grand Prix,Malaysia,Kuala Lumpur,2016,2016-10-02,9,620,383,117500,5061.746154047234,93671.49205498135,6349.372258866688,7,Late_Season,1,2,End,1,0,2W
306,Japanese Grand Prix,Japan,Suzuka,2016,2016-10-09,7,383,296,117500,10828.927606196195,93671.49205498135,13583.631111386658,14,Late_Season,0,0,Single,1,0,1W
307,United States Grand Prix,USA,Austin,2016,2016-10-23,15,296,674,117500,135.7605,93671.49205498135,170.2957687557374,7,Late_Season,1,1,Start,1,0,2W
308,Mexican Grand Prix,Mexico,Mexico City,2016,2016-10-30,17,674,756,117500,7430.971653927606,93671.49205498135,9321.290289942179,14,Late_Season,0,0,Single,1,0,1W
309,Brazilian Grand Prix,Brazil,São Paulo,2016,2016-11-13,4,756,177,117500,12149.075256185264,93671.49205498135,15239.602906761373,14,Late_Season,0,0,Single,0,0,2W
310,Abu Dhabi Grand Prix,UAE,Abu Dhabi,2016,2016-11-27,37,177,,117500,,93671.49205498135,,,Late_Season,0,0,Single,0,0,2W
311,Australian Grand Prix,Australia,Melbourne,2017,2017-03-26,6,,242,112000,8078.463009388602,84765.72701835353,10673.982149125179,14,Early_Season,0,0,Single,0,0,3W+
312,Chinese Grand Prix,China,Shanghai,2017,2017-04-09,8,242,334,112000,6804.787455387189,84765.72701835353,8991.088990935534,7,Early_Season,1,1,Start,1,0,2W
313,Bahrain Grand Prix,Bahrain,Sakhir,2017,2017-04-16,5,334,209,112000,2154.94853673541,84765.72701835353,2847.3092204129593,14,Early_Season,0,0,Single,1,0,1W
314,Russian Grand Prix,Russia,Sochi,2017,2017-04-30,22,209,997,112000,3071.377909725551,84765.72701835353,4058.177024952312,14,Early_Season,1,2,Start,0,0,2W
315,Spanish Grand Prix,Spain,Montmeló,2017,2017-05-14,10,997,454,112000,59.5332,84765.72701835353,78.66054636157726,14,Early_Season,1,2,End,0,0,2W
316,Monaco Grand Prix,Monaco,Monte-Carlo,2017,2017-05-28,32,454,1469,112000,6121.731961204659,84765.72701835353,8088.575462892778,14,Early_Season,0,0,Single,0,0,2W
317,Canadian Grand Prix,Canada,Montreal,2017,2017-06-11,12,1469,534,112000,8930.516888272541,84765.72701835353,11799.791338661636,14,Mid_Season,0,0,Single,0,0,2W
318,Azerbaijan Grand Prix,Azerbaijan,Baku,2017,2017-06-25,18,534,810,112000,2890.5259924221705,84765.72701835353,3819.2194243929143,14,Mid_Season,0,0,Single,0,0,2W
319,Austrian Grand Prix,Austria,Spielberg,2017,2017-07-09,11,810,471,112000,142.82999999999998,84765.72701835353,188.71966964356156,7,Mid_Season,1,4,Start,1,0,2W
320,British Grand Prix,UK,Silverstone,2017,2017-07-16,1,471,1,112000,169.56,84765.72701835353,224.03771745965344,14,Mid_Season,1,4,Middle,1,0,1W
321,Hungarian Grand Prix,Hungary,Budapest,2017,2017-07-30,2,1,67,112000,115.32329999999999,84765.72701835353,152.37537686904253,28,Mid_Season,1,4,Middle,0,0,2W
322,Belgian Grand Prix,Belgium,Spa,2017,2017-08-27,21,67,943,112000,71.4042,84765.72701835353,94.34556490347126,7,Mid_Season,1,4,End,1,0,3W+
323,Italian Grand Prix,Italy,Monza,2017,2017-09-03,3,943,107,112000,10261.009678993587,84765.72701835353,13557.756471532994,14,Late_Season,0,0,Single,1,0,1W
324,Singapore Grand Prix,Singapore,Marina Bay,2017,2017-09-17,14,107,620,112000,287.23371586751284,84765.72701835353,379.51867233081043,14,Late_Season,1,2,Start,0,0,2W
325,Malaysian Grand Prix,Malaysia,Kuala Lumpur,2017,2017-10-01,9,620,383,112000,5061.746154047234,84765.72701835353,6688.0281594298285,7,Late_Season,1,2,End,1,0,2W
326,Japanese Grand Prix,Japan,Suzuka,2017,2017-10-08,7,383,296,112000,10828.927606196195,84765.72701835353,14308.140029653367,14,Late_Season,0,0,Single,1,0,1W
327,United States Grand Prix,USA,Austin,2017,2017-10-22,15,296,674,112000,135.7605,84765.72701835353,179.37881895011373,7,Late_Season,1,1,Start,1,0,2W
328,Mexican Grand Prix,Mexico,Mexico City,2017,2017-10-29,17,674,756,112000,7430.971653927606,84765.72701835353,9818.45911685142,14,Late_Season,0,0,Single,1,0,1W
329,Brazilian Grand Prix,Brazil,São Paulo,2017,2017-11-12,4,756,177,112000,12149.075256185264,84765.72701835353,16052.436244640841,14,Late_Season,0,0,Single,0,0,2W
330,Abu Dhabi Grand Prix,UAE,Abu Dhabi,2017,2017-11-26,37,177,,112000,,84765.72701835353,,,Late_Season,0,0,Single,0,0,2W
331,Australian Grand Prix,Australia,Melbourne,2018,2018-03-25,6,,240,115448,12112.617739660875,98574.6378664519,14185.976464888248,14,Early_Season,0,0,Single,0,0,3W+
332,Bahrain Grand Prix,Bahrain,Sakhir,2018,2018-04-08,5,240,195,115448,6804.787455387189,98574.6378664519,7969.586489517347,7,Early_Season,1,2,Start,1,0,2W
333,Chinese Grand Prix,China,Shanghai,2018,2018-04-15,8,195,346,115448,6336.85083871494,98574.6378664519,7421.551541676436,14,Early_Season,1,2,End,1,0,1W
334,Azerbaijan Grand Prix,Azerbaijan,Baku,2018,2018-04-29,18,346,809,115448,3946.4967538767582,98574.6378664519,4622.032270195378,14,Early_Season,0,0,Single,0,0,2W
335,Spanish Grand Prix,Spain,Barcelona,2018,2018-05-13,10,809,454,115448,59.5332,98574.6378664519,69.72370401108111,14,Early_Season,1,1,Start,0,0,2W
336,Monaco Grand Prix,Monaco,Monte Carlo,2018,2018-05-27,32,454,1469,115448,6121.731961204659,98574.6378664519,7169.610020933003,14,Early_Season,0,0,Single,0,0,2W
337,Canadian Grand Prix,Canada,Montréal,2018,2018-06-10,12,1469,543,115448,6039.251109754941,98574.6378664519,7073.0106365044485,14,Mid_Season,0,0,Single,0,0,2W
338,French Grand Prix,France,Le Castellet,2018,2018-06-24,27,543,1233,115448,102.7593,98574.6378664519,120.3489652426862,7,Mid_Season,1,6,Start,1,1,2W
339,Austrian Grand Prix,Austria,Spielberg,2018,2018-07-01,11,1233,471,115448,142.82999999999998,98574.6378664519,167.27870572894977,7,Mid_Season,1,6,Middle,1,1,1W
340,British Grand Prix,Great Britain,Silverstone,2018,2018-07-08,1,471,12,115448,88.38,98574.6378664519,103.50831066529848,14,Mid_Season,1,6,Middle,1,1,1W
341,German Grand Prix,Germany,Hockenheim,2018,2018-07-22,13,12,566,115448,91.53,98574.6378664519,107.19750707393948,7,Mid_Season,1,6,Middle,1,0,2W
342,Hungarian Grand Prix,Hungary,Budapest,2018,2018-07-29,2,566,67,115448,115.32329999999999,98574.6378664519,135.06358863257995,28,Mid_Season,1,6,Middle,1,0,1W
343,Belgian Grand Prix,Belgium,Spa-Francorchamps,2018,2018-08-26,21,67,943,115448,71.4042,98574.6378664519,83.62670419107386,7,Mid_Season,1,6,End,1,0,3W+
344,Italian Grand Prix,Italy,Monza,2018,2018-09-02,3,943,107,115448,10261.009678993587,98574.6378664519,12017.422240245563,14,Late_Season,0,0,Single,1,0,1W
345,Singapore Grand Prix,Singapore,Singapore,2018,2018-09-16,14,107,632,115448,7831.52919543667,98574.6378664519,9172.079168879996,14,Late_Season,0,0,Single,0,0,2W
346,Russian Grand Prix,Russia,Sochi,2018,2018-09-30,22,632,994,115448,7903.868117113208,98574.6378664519,9256.800594293978,7,Late_Season,0,0,Single,1,0,2W
347,Japanese Grand Prix,Japan,Suzuka,2018,2018-10-07,7,994,296,115448,10828.927606196195,98574.6378664519,12682.55264578166,14,Late_Season,0,0,Single,1,0,1W
348,United States Grand Prix,United States,Austin,2018,2018-10-21,15,296,674,115448,135.7605,98574.6378664519,158.9990949318427,7,Late_Season,1,1,Start,1,0,2W
349,Mexican Grand Prix,Mexico,Mexico City,2018,2018-10-28,17,674,756,115448,7430.971653927606,98574.6378664519,8702.956805835773,14,Late_Season,0,0,Single,1,0,1W
350,Brazilian Grand Prix,Brazil,São Paulo,2018,2018-11-11,4,756,177,115448,12149.075256185264,98574.6378664519,14228.67454077071,14,Late_Season,0,0,Single,0,0,2W
351,Abu Dhabi Grand Prix,United Arab Emirates,Yas Marina,2018,2018-11-25,37,177,,115448,,98574.6378664519,,,Late_Season,0,0,Single,0,0,2W
352,Australian Grand Prix,Australia,Melbourne,2019,2019-03-17,6,,240,115448,12112.617739660875,99998.46771940778,13983.989202036246,14,Early_Season,0,0,Single,0,0,3W+
353,Bahrain Grand Prix,Bahrain,Sakhir,2019,2019-03-31,5,240,195,115448,6804.787455387189,99998.46771940778,7856.111399165674,14,Early_Season,1,2,Start,0,0,2W
354,Chinese Grand Prix,China,Shanghai,2019,2019-04-14,8,195,346,115448,6336.85083871494,99998.46771940778,7315.8796560837445,14,Early_Season,1,2,End,0,0,2W
355,Azerbaijan Grand Prix,Azerbaijan,Baku,2019,2019-04-28,18,346,809,115448,3946.4967538767582,99998.46771940778,4556.221386511685,14,Early_Season,0,0,Single,0,0,2W
356,Spanish Grand Prix,Spain,Barcelona,2019,2019-05-12,10,809,454,115448,59.5332,99998.46771940778,68.73094188688339,14,Early_Season,1,1,Start,0,0,2W
357,Monaco Grand Prix,Monaco,Monte Carlo,2019,2019-05-26,32,454,1469,115448,6121.731961204659,99998.46771940778,7067.5254088917445,14,Early_Season,0,0,Single,0,0,2W
358,Canadian Grand Prix,Canada,Montréal,2019,2019-06-09,12,1469,543,115448,6039.251109754941,99998.46771940778,6972.301456411932,14,Mid_Season,0,0,Single,0,0,2W
359,French Grand Prix,France,Le Castellet,2019,2019-06-23,27,543,1233,115448,102.7593,99998.46771940778,118.63537449081882,7,Mid_Season,1,6,Start,1,0,2W
360,Austrian Grand Prix,Austria,Spielberg,2019,2019-06-30,11,1233,471,115448,142.82999999999998,99998.46771940778,164.89690508327374,14,Mid_Season,1,6,Middle,1,0,1W
361,British Grand Prix,Great Britain,Silverstone,2019,2019-07-14,1,471,12,115448,88.38,99998.46771940778,102.03450585493057,14,Mid_Season,1,6,Middle,0,0,2W
362,German Grand Prix,Germany,Hockenheim,2019,2019-07-28,13,12,566,115448,91.53,99998.46771940778,105.67117357888432,7,Mid_Season,1,6,Middle,1,0,2W
363,Hungarian Grand Prix,Hungary,Budapest,2019,2019-08-04,2,566,67,115448,115.32329999999999,99998.46771940778,133.1404834697886,28,Mid_Season,1,6,Middle,1,0,1W
364,Belgian Grand Prix,Belgium,Spa-Francorchamps,2019,2019-09-01,21,67,943,115448,71.4042,99998.46771940778,82.43598396658334,7,Late_Season,1,6,End,1,0,3W+
365,Italian Grand Prix,Italy,Monza,2019,2019-09-08,3,943,107,115448,10261.009678993587,99998.46771940778,11846.311972943771,14,Late_Season,0,0,Single,1,0,1W
366,Singapore Grand Prix,Singapore,Singapore,2019,2019-09-22,14,107,632,115448,7831.52919543667,99998.46771940778,9041.482366427277,7,Late_Season,0,0,Single,1,0,2W
367,Russian Grand Prix,Russia,Sochi,2019,2019-09-29,22,632,994,115448,7903.868117113208,99998.46771940778,9124.99748441035,14,Late_Season,0,0,Single,1,0,1W
368,Japanese Grand Prix,Japan,Suzuka,2019,2019-10-13,7,994,298,115448,11598.720677236035,99998.46771940778,13390.696230494961,14,Late_Season,0,0,Single,0,0,2W
369,Mexican Grand Prix,Mexico,Mexico City,2019,2019-10-27,17,298,767,115448,135.5985,99998.46771940778,156.5481550369971,7,Late_Season,1,1,Start,1,0,2W
370,United States Grand Prix,United States,Austin,2019,2019-11-03,15,767,662,115448,8085.170435843661,99998.46771940778,9334.310592602416,14,Late_Season,0,0,Single,1,0,1W
371,Brazilian Grand Prix,Brazil,São Paulo,2019,2019-11-17,4,662,177,115448,12149.075256185264,99998.46771940778,14026.079320652043,14,Late_Season,0,0,Single,0,0,2W
372,Abu Dhabi Grand Prix,Abu Dhabi,Yas Island,2019,2019-12-01,37,177,,115448,,99998.46771940778,,,Late_Season,0,0,Single,0,0,2W
373,Pre-Season Test 1,Spain,Barcelona,2020,2020-02-21,10,,,65000,,10152.521070936536,,7,Early_Season,0,0,Single,1,0,3W+
374,Pre-Season Test 2,Spain,Barcelona,2020,2020-02-28,10,,433,65000,143.6616,10152.521070936536,919.7719398713447,128,Early_Season,1,1,Start,1,0,1W
375,Austrian Grand Prix,Austria,Spielberg,2020,2020-07-05,11,433,,65000,,10152.521070936536,,7,Mid_Season,0,0,Single,1,1,3W+
376,Styrian Grand Prix,Austria,Spielberg,2020,2020-07-12,11,,472,65000,41.6763,10152.521070936536,266.8262868968473,7,Mid_Season,1,2,Start,1,1,1W
377,Hungarian Grand Prix,Hungary,Budapest,2020,2020-07-19,2,472,48,65000,169.56,10152.521070936536,1085.5825782574134,14,Mid_Season,1,2,End,1,1,1W
378,British Grand Prix,Great Britain,Silverstone,2020,2020-08-02,1,48,,65000,,10152.521070936536,,7,Mid_Season,0,0,Single,1,1,2W
379,70th Anniversary Grand Prix,Great Britain,Silverstone,2020,2020-08-09,1,,9,65000,145.07999999999998,10152.521070936536,928.8530340503982,7,Mid_Season,1,8,Start,1,1,1W
380,Spanish Grand Prix,Spain,Barcelona,2020,2020-08-16,10,9,443,65000,114.9066,10152.521070936536,735.6723465840605,14,Mid_Season,1,8,Middle,1,1,1W
381,Belgian Grand Prix,Belgium,Spa-Francorchamps,2020,2020-08-30,21,443,943,65000,71.4042,10152.521070936536,457.1547271432413,7,Mid_Season,1,8,Middle,1,1,2W
382,Italian Grand Prix,Italy,Monza,2020,2020-09-06,3,943,131,65000,27.103499999999997,10152.521070936536,173.52611116890657,7,Late_Season,1,8,Middle,1,1,1W
383,Tuscan Grand Prix,Italy,Mugello,2020,2020-09-13,38,131,1761,65000,2287.31925659821,10152.521070936536,14644.219956804167,14,Late_Season,1,8,Middle,1,1,1W
384,Russian Grand Prix,Russia,Sochi,2020,2020-09-27,22,1761,1022,65000,2600.6365476722126,10152.521070936536,16650.18712274392,14,Late_Season,1,8,Middle,0,0,2W
385,Eifel Grand Prix,Germany,Nürburgring,2020,2020-10-11,36,1022,1679,65000,220.45499999999998,10152.521070936536,1411.4302152025125,14,Late_Season,1,8,Middle,0,0,2W
386,Portuguese Grand Prix,Portugal,Portimão,2020,2020-10-25,34,1679,1567,65000,218.13569999999999,10152.521070936536,1396.581243312017,7,Late_Season,1,8,End,1,0,2W
387,Emilia Romagna Grand Prix,Italy,Imola,2020,2020-11-01,16,1567,723,65000,1491.7563227709586,10152.521070936536,9550.747080711813,14,Late_Season,0,0,Single,1,0,1W
388,Turkish Grand Prix,Turkey,Istanbul,2020,2020-11-15,19,723,851,65000,2553.2261438951555,10152.521070936536,16346.64909273376,14,Late_Season,1,1,Start,0,0,2W
389,Bahrain Grand Prix,Bahrain,Sakhir,2020,2020-11-29,5,851,,65000,,10152.521070936536,,7,Late_Season,0,0,Single,1,1,2W
390,Sakhir Grand Prix,Bahrain,Sakhir,2020,2020-12-06,5,,224,65000,67.5999,10152.521070936536,432.7982645195996,7,Late_Season,1,1,Start,1,1,1W
391,Abu Dhabi Grand Prix,Abu Dhabi,Yas Island,2020,2020-12-13,37,224,,65000,,10152.521070936536,,,Late_Season,0,0,Single,1,1,1W
392,Pre-Season Test,Bahrain,Bahrain,2021,2021-03-14,5,,,105000,,45695.131845969605,,14,Early_Season,0,0,Single,0,0,3W+
393,Bahrain Grand Prix,Bahrain,Sakhir,2021,2021-03-28,5,,203,105000,4018.262778933791,45695.131845969605,9233.315995460072,21,Early_Season,0,0,Single,0,0,2W
394,Emilia Romagna Grand Prix,Italy,Imola,2021,2021-04-18,16,203,738,105000,218.2968,45695.131845969605,501.6106327751342,14,Early_Season,1,3,Start,0,0,3W+
395,Portuguese Grand Prix,Portugal,Portimão,2021,2021-05-02,34,738,1561,105000,115.0884,45695.131845969605,264.45447275946213,7,Early_Season,1,3,Middle,1,0,2W
396,Spanish Grand Prix,Spain,Barcelona,2021,2021-05-09,10,1561,454,105000,59.5332,45695.131845969605,136.79763571032018,14,Early_Season,1,3,End,1,0,1W
397,Monaco Grand Prix,Monaco,Monte Carlo,2021,2021-05-23,32,454,1475,105000,3484.8785383277677,45695.131845969605,8007.685539847934,14,Early_Season,0,0,Single,0,0,2W
398,Azerbaijan Grand Prix,Azerbaijan,Baku,2021,2021-06-06,18,1475,825,105000,3623.40233180535,45695.131845969605,8325.990744966388,14,Mid_Season,0,0,Single,0,0,2W
399,French Grand Prix,France,Le Castellet,2021,2021-06-20,27,825,1233,105000,102.7593,45695.131845969605,236.124201071797,7,Mid_Season,1,1,Start,1,1,2W
400,Styrian Grand Prix,Austria,Spielberg,2021,2021-06-27,11,1233,,105000,,45695.131845969605,,7,Mid_Season,0,0,Single,1,1,1W
401,Austrian Grand Prix,Austria,Spielberg,2021,2021-07-04,11,,471,105000,142.82999999999998,45695.131845969605,328.2001691242034,14,Mid_Season,1,6,Start,1,1,1W
402,British Grand Prix,Great Britain,Silverstone,2021,2021-07-18,1,471,1,105000,169.56,45695.131845969605,389.62137279773117,14,Mid_Season,1,6,Middle,0,0,2W
403,Hungarian Grand Prix,Hungary,Budapest,2021,2021-08-01,2,1,67,105000,115.32329999999999,45695.131845969605,264.9942348523507,28,Mid_Season,1,6,Middle,0,0,2W
404,Belgian Grand Prix,Belgium,Spa-Francorchamps,2021,2021-08-29,21,67,964,105000,26.8794,45695.131845969605,61.76450063682079,7,Mid_Season,1,6,Middle,1,1,3W+
405,Dutch Grand Prix,Netherlands,Zandvoort,2021,2021-09-05,25,964,1131,105000,100.5723,45695.131845969605,231.0988298621447,7,Late_Season,1,6,Middle,1,1,1W
406,Italian Grand Prix,Italy,Monza,2021,2021-09-12,3,1131,115,105000,2429.9226558030105,45695.131845969605,5583.568064085148,14,Late_Season,1,6,End,1,1,1W
407,Russian Grand Prix,Russia,Sochi,2021,2021-09-26,22,115,1006,105000,910.6259078874543,45695.131845969605,2092.470608258376,14,Late_Season,0,0,Single,0,0,2W
408,Turkish Grand Prix,Turkey,Istanbul,2021,2021-10-10,19,1006,861,105000,10418.750557039844,45695.131845969605,23940.598577913366,14,Late_Season,0,0,Single,0,0,2W
409,United States Grand Prix,United States,Austin,2021,2021-10-24,15,861,674,105000,135.7605,45695.131845969605,311.95560498765263,14,Late_Season,1,1,Start,0,0,2W
410,Mexico City Grand Prix,Mexico,Mexico City,2021,2021-11-07,17,674,756,105000,7430.971653927606,45695.131845969605,17075.16735683121,7,Late_Season,0,0,Single,1,1,2W
411,São Paulo Grand Prix,Brazil,São Paulo,2021,2021-11-14,4,756,168,105000,11883.64602224478,45695.131845969605,27306.690711425505,7,Late_Season,0,0,Single,1,1,1W
412,Qatar Grand Prix,Qatar,Lusail,2021,2021-11-21,28,168,1293,105000,140.8932,45695.131845969605,323.7497169253674,14,Late_Season,1,2,Start,1,1,1W
413,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,2021,2021-12-05,24,1293,1117,105000,167.17499999999998,45695.131845969605,384.14102970901564,7,Late_Season,1,2,End,1,0,2W
414,Abu Dhabi Grand Prix,Abu Dhabi,Yas Island,2021,2021-12-12,37,1117,,105000,,45695.131845969605,,,Late_Season,0,0,Single,1,0,1W
415,Pre-Season Track Session,Spain,Spain,2022,2022-02-25,10,,428,109285,4710.924349220891,113530.30353365318,4534.766062278657,15,Early_Season,0,0,Single,0,0,3W+
416,Pre-Season Test,Bahrain,Bahrain,2022,2022-03-12,5,428,,109285,,113530.30353365318,,8,Early_Season,0,0,Single,1,1,2W
417,Bahrain Grand Prix,Bahrain,Sakhir,2022,2022-03-20,5,,211,109285,129.29760000000002,113530.30353365318,124.46270093703605,7,Early_Season,1,1,Start,1,1,1W
418,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,2022,2022-03-27,24,211,1087,109285,12817.101720568111,113530.30353365318,12337.824509709682,14,Early_Season,0,0,Single,1,1,1W
419,Australian Grand Prix,Australia,Melbourne,2022,2022-04-10,6,1087,250,109285,16086.339359615404,113530.30353365318,15484.81367703255,14,Early_Season,0,0,Single,0,0,2W
420,Emilia Romagna Grand Prix,Italy,Imola,2022,2022-04-24,16,250,734,109285,8172.907608720932,113530.30353365318,7867.293402895798,14,Early_Season,0,0,Single,0,0,2W
421,Miami Grand Prix,United States,Miami,2022,2022-05-08,30,734,1373,109285,7536.275217080305,113530.30353365318,7254.466970173168,14,Early_Season,0,0,Single,0,0,2W
422,Spanish Grand Prix,Spain,Barcelona,2022,2022-05-22,10,1373,454,109285,59.5332,113530.30353365318,57.30704102338135,7,Early_Season,1,1,Start,1,0,2W
423,Monaco Grand Prix,Monaco,Monaco,2022,2022-05-29,32,454,1475,109285,3484.8785383277677,113530.30353365318,3354.566483196782,14,Early_Season,0,0,Single,1,0,1W
424,Azerbaijan Grand Prix,Azerbaijan,Baku,2022,2022-06-12,18,1475,811,109285,8930.516888272541,113530.30353365318,8596.572965609685,7,Mid_Season,0,0,Single,1,0,2W
425,Canadian Grand Prix,Canada,Montréal,2022,2022-06-19,12,811,518,109285,5137.2156094009915,113530.30353365318,4945.116769699893,14,Mid_Season,0,0,Single,1,0,1W
426,British Grand Prix,Great Britain,Silverstone,2022,2022-07-03,1,518,10,109285,142.82999999999998,113530.30353365318,137.48907616875218,7,Mid_Season,1,6,Start,1,0,2W
427,Austrian Grand Prix,Austria,Spielberg,2022,2022-07-10,11,10,496,109285,102.9555,113530.30353365318,99.10562613941028,14,Mid_Season,1,6,Middle,1,0,1W
428,French Grand Prix,France,Le Castellet,2022,2022-07-24,27,496,1224,109285,135.0018,113530.30353365318,129.9536005259305,7,Mid_Season,1,6,Middle,1,0,2W
429,Hungarian Grand Prix,Hungary,Budapest,2022,2022-07-31,2,1224,67,109285,115.32329999999999,113530.30353365318,111.0109499246087,28,Mid_Season,1,6,Middle,1,0,1W
430,Belgian Grand Prix,Belgium,Spa-Francorchamps,2022,2022-08-28,21,67,964,109285,26.8794,113530.30353365318,25.874283231606512,7,Mid_Season,1,6,Middle,1,1,3W+
431,Dutch Grand Prix,Netherlands,Zandvoort,2022,2022-09-04,25,964,1131,109285,100.5723,113530.30353365318,96.81154249924104,7,Late_Season,1,6,End,1,1,1W
432,Italian Grand Prix,Italy,Monza,2022,2022-09-11,3,1131,107,109285,10261.009678993587,113530.30353365318,9877.313878901161,21,Late_Season,0,0,Single,1,1,1W
433,Singapore Grand Prix,Singapore,Marina Bay,2022,2022-10-02,14,107,618,109285,5036.00644714359,113530.30353365318,4847.69217949767,7,Late_Season,1,1,Start,1,0,3W+
434,Japanese Grand Prix,Japan,Suzuka,2022,2022-10-09,7,618,296,109285,10828.927606196195,113530.30353365318,10423.995326431508,14,Late_Season,0,0,Single,1,0,1W
435,United States Grand Prix,United States,Austin,2022,2022-10-23,15,296,674,109285,135.7605,113530.30353365318,130.68393002315958,7,Late_Season,1,1,Start,1,0,2W
436,Mexico City Grand Prix,Mexico,Mexico City,2022,2022-10-30,17,674,756,109285,7430.971653927606,113530.30353365318,7153.101083348674,14,Late_Season,0,0,Single,1,0,1W
437,São Paulo Grand Prix,Brazil,São Paulo,2022,2022-11-13,4,756,177,109285,12149.075256185264,113530.30353365318,11694.777940751652,7,Late_Season,0,0,Single,1,0,2W
438,Abu Dhabi Grand Prix,Abu Dhabi,Yas Island,2022,2022-11-20,37,177,,109285,,113530.30353365318,,,Late_Season,0,0,Single,1,0,1W
439,Pre-Season Testing,Bahrain,Sakhir,2023,2023-02-25,5,,,108000,,124570.36398128852,,8,Early_Season,0,0,Single,1,0,3W+
440,Bahrain Grand Prix,Bahrain,Sakhir,2023,2023-03-05,5,,211,108000,129.29760000000002,124570.36398128852,112.0984185459836,14,Early_Season,1,1,Start,1,0,1W
441,Saudi Arabian Grand Prix,Saudi Arabia,Jeddah,2023,2023-03-19,24,211,1087,108000,12817.101720568111,124570.36398128852,11112.169392306512,14,Early_Season,0,0,Single,0,0,2W
442,Australian Grand Prix,Australia,Melbourne,2023,2023-04-02,6,1087,252,108000,12989.064134066295,124570.36398128852,11261.257346007873,28,Early_Season,0,0,Single,0,0,2W
443,Azerbaijan Grand Prix,Azerbaijan,Baku,2023,2023-04-30,18,252,828,108000,11015.918065507856,124570.36398128852,9550.579391849204,7,Early_Season,0,0,Single,1,0,3W+
444,Miami Grand Prix,United States,Miami,2023,2023-05-07,30,828,1394,108000,7870.817753456996,124570.36398128852,6823.840680926642,21,Early_Season,0,0,Single,1,0,1W
445,Monaco Grand Prix,Monaco,Monaco,2023,2023-05-28,32,1394,1467,108000,59.3883,124570.36398128852,51.48846158114642,7,Early_Season,1,1,Start,1,0,3W+
446,Spanish Grand Prix,Spain,Barcelona,2023,2023-06-04,10,1467,434,108000,5891.5042642945555,124570.36398128852,5107.815697153994,14,Mid_Season,0,0,Single,1,0,1W
447,Canadian Grand Prix,Canada,Montréal,2023,2023-06-18,12,434,528,108000,6390.504231099694,124570.36398128852,5540.438631635023,14,Mid_Season,0,0,Single,0,0,2W
448,Austrian Grand Prix,Austria,Spielberg,2023,2023-07-02,11,528,471,108000,142.82999999999998,124570.36398128852,123.83073715925767,7,Mid_Season,1,5,Start,1,0,2W
449,British Grand Prix,Great Britain,Silverstone,2023,2023-07-09,1,471,1,108000,169.56,124570.36398128852,147.0051095198749,14,Mid_Season,1,5,Middle,1,0,1W
450,Hungarian Grand Prix,Hungary,Budapest,2023,2023-07-23,2,1,67,108000,115.32329999999999,124570.36398128852,99.98298152095653,7,Mid_Season,1,5,Middle,1,0,2W
451,Belgian Grand Prix,Belgium,Spa-Francorchamps,2023,2023-07-30,21,67,964,108000,26.8794,124570.36398128852,23.303899155629427,28,Mid_Season,1,5,Middle,1,0,1W
452,Dutch Grand Prix,Netherlands,Zandvoort,2023,2023-08-27,25,964,1131,108000,100.5723,124570.36398128852,87.19416121824555,7,Mid_Season,1,5,End,1,0,3W+
453,Italian Grand Prix,Italy,Monza,2023,2023-09-03,3,1131,107,108000,10261.009678993587,124570.36398128852,8896.089004747279,14,Late_Season,0,0,Single,1,0,1W
454,Singapore Grand Prix,Singapore,Marina Bay,2023,2023-09-17,14,107,618,108000,5036.00644714359,124570.36398128852,4366.11629691637,7,Late_Season,1,2,Start,1,0,2W
